lat,lon,postcode,admin_district,region,latitude,longitude,estado_api,descripcion_estado
55.903834,-4.2228,G64 1PF,East Dunbartonshire,,55.903834,-4.2228,200,OK
51.655132,-3.054421,NP44 5SB,Torfaen,,51.655132,-3.054421,200,OK
56.564212,-2.578622,DD11 1TX,Angus,,56.564212,-2.578622,200,OK
50.913966,-1.397654,SO14 0ND,Southampton,South East,50.913966,-1.397654,200,OK
53.055133,-3.026235,LL11 6UN,Wrexham,,53.055133,-3.026235,200,OK
51.597461,-2.983155,NP19 7FP,Newport,,51.597461,-2.983155,200,OK
52.083787,-0.738742,MK16 8BN,Milton Keynes,South East,52.083787,-0.738742,200,OK
52.92078,-3.439723,LL21 0SL,Denbighshire,,52.920407,-3.439862,200,OK
53.525029,-2.193414,M9 7AZ,Manchester,North West,53.525029,-2.193414,200,OK
53.566594,-2.314561,M26 2RH,Bury,North West,53.566532,-2.314183,200,OK
51.533923,-2.38778,BS37 6DS,South Gloucestershire,South West,51.533932,-2.387795,200,OK
51.351668,-1.994279,SN10 1AT,Wiltshire,South West,51.351668,-1.994279,200,OK
52.393495,-1.933224,B38 9RP,Birmingham,West Midlands,52.393495,-1.933224,200,OK
53.046388,-0.773699,NG24 3XQ,Newark and Sherwood,East Midlands,53.046209,-0.773808,200,OK
52.076941,-1.143446,,,,,,200,OK
50.36021,-3.830481,PL21 0SQ,South Hams,South West,50.360485,-3.830881,200,OK
57.1487,-2.311219,AB32 6AP,Aberdeenshire,,57.1487,-2.311219,200,OK
53.647726,-2.177381,OL12 8SW,Rossendale,North West,53.647726,-2.177381,200,OK
51.468119,-3.170373,CF10 5JW,Cardiff,,51.468339,-3.169976,200,OK
53.720321,-1.351831,WF10 5BE,Wakefield,Yorkshire and The Humber,53.720321,-1.351831,200,OK
55.847816,-4.159231,G32 9BH,Glasgow City,,55.847816,-4.159231,200,OK
51.516215,-0.207412,W11 1EG,Kensington and Chelsea,London,51.516215,-0.207412,200,OK
55.797904,-4.296584,G46 6PY,East Renfrewshire,,55.797904,-4.296584,200,OK
51.51526,-3.11823,CF3 3NN,Cardiff,,51.515364,-3.118716,200,OK
54.396654,-1.613376,DL10 6DX,North Yorkshire,Yorkshire and The Humber,54.397107,-1.613657,200,OK
54.862832,-1.405684,SR3 2UP,Sunderland,North East,54.862832,-1.405684,200,OK
54.841281,-7.44841,BT82 8LG,Derry City and Strabane,,54.841281,-7.44841,200,OK
53.526333,-1.627857,S36 6AR,Barnsley,Yorkshire and The Humber,53.526262,-1.628129,200,OK
52.62415,0.460667,PE33 9HA,King's Lynn and West Norfolk,East of England,52.623749,0.460053,200,OK
51.524812,-0.123493,WC1N 1AQ,Camden,London,51.524812,-0.123493,200,OK
51.416245,-0.748181,RG12 1DL,Bracknell Forest,South East,51.416283,-0.748364,200,OK
55.093448,-1.570209,NE23 2SQ,Northumberland,North East,55.093448,-1.570209,200,OK
51.991501,0.840557,CO6 4PQ,Babergh,East of England,51.991501,0.840557,200,OK
53.828028,-1.743223,BD2 1NF,Bradford,Yorkshire and The Humber,53.828028,-1.743223,200,OK
50.743605,-3.514786,EX4 5AZ,Exeter,South West,50.743605,-3.514786,200,OK
55.939986,-4.141348,G66 2PU,East Dunbartonshire,,55.939986,-4.141348,200,OK
